codigo,nome,preco,quantidade
5282,Shampoo Anticaspa 221,741.01,93
5283,Chaveiro Metalico 770,644.79,17
5284,Teclado Mecanico 578,1742.75,76
5285,Carteira de Couro 484,1021.27,29
5286,Carteira de Couro 888,2441.89,96
5287,Detergente Liquido 933,348.26,77
5288,Amaciante Concentrado 881,823.11,37
5289,Blusa de Frio 852,1171.01,4
5290,Azeite de Oliva 829,8.98,78
5291,Lustra Moveis 920,1965.51,93
5292,Arroz Branco 384,1027.8,25
5293,Escova de Cabelo 771,1942.17,83
5294,Sabonete Liquido 174,1452.95,17
5295,Esmalte Vermelho 875,877.57,47
5296,Bermuda Esportiva 154,582.59,7
5297,Calca Jeans 929,2382.98,56
5298,Chaveiro Metalico 777,564.91,74
5299,Condicionador Hidratante 346,2224.92,66
5300,Lustra Moveis 710,630.31,37
5301,Fone de Ouvido Bluetooth 435,605.45,85
5302,Escova de Cabelo 395,1313.82,76
5303,Sabao em Po 251,1284.22,92
5304,Relogio de Pulso 815,307.76,25
5305,Bolacha Recheada 466,1350.28,65
5306,Calca Jeans 208,517.08,77
5307,Shampoo Anticaspa 463,930.87,9
5308,Blusa de Frio 165,1838.21,37
5309,Escova de Cabelo 592,1597.64,77
5310,Calca Jeans 173,776.46,12
5311,Jaqueta de Couro 694,1277.04,74
5312,Vestido Floral 830,659.95,49
5313,Fone de Ouvido Bluetooth 540,1680.6,42
5314,Vestido Floral 325,2112.28,28
5315,Pulseira de Prata 554,1267.12,84
5316,Blusa de Frio 536,50.61,97
5317,Desinfetante Floral 343,1730.52,54
5318,Esponja Multiuso 397,1490.81,19
5319,Perfume Masculino 550,1398.55,76
5320,Protetor Solar FPS 50 127,2480.64,12
5321,Arroz Branco 851,1082.32,7
5322,Escova de Cabelo 389,1973.83,41
5323,Shampoo Anticaspa 345,1223.53,17
5324,Creme Hidratante 257,1076.35,80
5325,Pulseira de Prata 884,657.99,18
5326,Vestido Floral 557,1971.87,97
5327,Cafe Torrado 786,1711.06,88
5328,Camiseta Basica 800,2197.0,29
5329,Azeite de Oliva 507,522.1,88
5330,Mochila Escolar 786,1915.0,34
5331,Notebook 530,822.5,86
5332,Azeite de Oliva 787,1465.57,1
5333,Pulseira de Prata 455,923.01,39
5334,Smartphone 705,1164.11,58
5335,Mochila Escolar 612,2061.48,31
5336,Teclado Mecanico 535,1173.59,3
5337,Colar Dourado 152,963.05,37
5338,Bolacha Recheada 430,188.6,60
5339,Bolacha Recheada 608,1692.45,77
5340,Sabonete Liquido 257,1699.01,9
5341,Perfume Masculino 408,1647.76,17
5342,Chaveiro Metalico 243,2177.19,45
5343,Relogio de Pulso 442,125.38,26
5344,Creme Hidratante 717,726.27,2
5345,Lustra Moveis 509,1910.45,26
5346,Vassoura Retratil 560,1739.0,11
5347,Vestido Floral 408,1924.26,33
5348,Achocolatado em Po 796,2106.72,50
5349,Blusa de Frio 765,2115.23,71
5350,Jaqueta de Couro 142,1486.61,54
5351,Azeite de Oliva 217,2174.64,6
5352,Chaveiro Metalico 693,476.34,39
5353,Cinto Social 622,1250.58,78
5354,Mochila Escolar 669,915.04,31
5355,Oculos de Sol 245,2011.52,12
5356,Caixa de Som Bluetooth 952,1720.5,22
5357,Desinfetante Floral 449,417.14,69
5358,Esmalte Vermelho 658,2205.94,8
5359,Condicionador Hidratante 249,944.12,45
5360,Vestido Floral 287,2391.26,76
5361,Colar Dourado 326,1257.69,21
5362,Jaqueta de Couro 196,1508.4,70
5363,Notebook 261,1854.99,51
5364,Teclado Mecanico 425,1686.56,73
5365,Notebook 296,358.08,62
5366,Mochila Escolar 288,1685.03,76
5367,Desinfetante Floral 172,2250.85,46
5368,Detergente Liquido 122,1873.53,61
5369,Perfume Masculino 759,2436.41,1
5370,Meias de Algodao 496,392.27,47
5371,Oculos de Sol 643,561.39,40
5372,Sabao em Po 895,2252.45,59
5373,Macarrao Espaguete 426,2048.31,81
5374,Meias de Algodao 475,1868.85,42
5375,Escova de Cabelo 597,2161.99,67
5376,Feijao Carioca 677,1949.66,57
5377,Azeite de Oliva 313,1604.77,17
5378,Calca Jeans 999,1570.87,99
5379,Chaveiro Metalico 232,2147.78,63
5380,Detergente Liquido 348,2124.86,35
5381,Amaciante Concentrado 952,2058.94,14
5382,Meias de Algodao 841,1656.42,35
5383,Fone de Ouvido Bluetooth 574,2062.76,29
5384,Shampoo Anticaspa 823,2050.11,100
5385,Vassoura Retratil 484,1859.67,2
5386,Blusa de Frio 329,1973.86,21
5387,Smartwatch 964,507.7,70
5388,Notebook 635,141.82,32
5389,Amaciante Concentrado 589,2075.27,35
5390,Macarrao Espaguete 917,1087.8,67
5391,Leite Integral 647,528.64,7
5392,Mouse Gamer 638,1267.84,14
5393,Colar Dourado 677,204.34,65
5394,Mochila Escolar 908,2279.4,80
5395,Azeite de Oliva 271,1524.1,31
5396,Carteira de Couro 177,1605.59,17
5397,Chaveiro Metalico 368,195.99,86
5398,Esponja Multiuso 744,1700.19,84
5399,Chaveiro Metalico 295,371.89,13
5400,Sabao em Po 304,748.14,6
5401,Fone de Ouvido Bluetooth 947,1239.22,13
5402,Vestido Floral 410,80.65,64
5403,Leite Integral 714,1640.57,34
5404,Bermuda Esportiva 840,1087.86,39
5405,Pulseira de Prata 349,604.65,13
5406,Fone de Ouvido Bluetooth 884,789.04,19
5407,Shampoo Anticaspa 503,516.06,93
5408,Perfume Masculino 557,1761.3,27
5409,Relogio de Pulso 660,1009.74,24
5410,Protetor Solar FPS 50 829,1490.0,61
5411,Feijao Carioca 615,1213.7,41
5412,Camiseta Basica 608,1581.1,21
5413,Creme Hidratante 982,1153.04,1
5414,Creme Hidratante 165,1664.58,7
5415,Oculos de Sol 836,67.37,93
5416,Amaciante Concentrado 461,1782.77,11
5417,Esponja Multiuso 375,1570.21,10
5418,Blusa de Frio 792,2033.8,3
5419,Colar Dourado 811,792.0,96
5420,Escova de Cabelo 725,1151.46,40
5421,Esponja Multiuso 604,2336.08,5
5422,Arroz Branco 470,1328.28,52
5423,Vassoura Retratil 110,1456.63,75
5424,Carteira de Couro 571,2305.59,69
5425,Carregador Portatil 223,2039.11,99
5426,Bolacha Recheada 692,1893.4,25
5427,Esponja Multiuso 658,519.43,36
5428,Smartwatch 463,752.34,54
5429,Teclado Mecanico 184,1656.4,39
5430,Escova de Cabelo 558,735.48,81
5431,Colar Dourado 818,1715.27,19
5432,Bone 699,533.86,15
5433,Carregador Portatil 966,911.69,13
5434,Bone 705,1482.02,8
5435,Carteira de Couro 994,1794.73,39
5436,Fone de Ouvido Bluetooth 675,1266.83,52
5437,Vestido Floral 581,912.21,63
5438,Leite Integral 519,1690.12,51
5439,Creme Hidratante 176,110.17,49
5440,Carregador Portatil 442,370.5,19
5441,Relogio de Pulso 710,581.55,2
5442,Smartphone 170,403.24,74
5443,Colar Dourado 316,1604.13,87
5444,Smartwatch 871,2257.08,74
5445,Bolacha Recheada 224,931.45,26
5446,Desinfetante Floral 204,380.76,83
5447,Carregador Portatil 366,526.8,17
5448,Perfume Masculino 767,714.43,26
5449,Shampoo Anticaspa 529,2241.31,5
5450,Calca Jeans 852,983.46,66
5451,Mouse Gamer 180,2022.44,14
5452,Esponja Multiuso 354,536.32,15
5453,Macarrao Espaguete 137,1442.45,100
5454,Protetor Solar FPS 50 443,753.52,76
5455,Feijao Carioca 964,1417.24,41
5456,Fone de Ouvido Bluetooth 162,1529.97,95
5457,Camiseta Basica 885,1096.64,9
5458,Notebook 276,1097.55,62
5459,Bermuda Esportiva 254,2433.06,7
5460,Sabao em Po 566,1116.35,71
5461,Azeite de Oliva 496,51.36,24
5462,Cinto Social 880,1926.13,66
5463,Perfume Masculino 845,2463.04,60
5464,Teclado Mecanico 854,1849.9,86
5465,Calca Jeans 800,1898.75,25
5466,Carteira de Couro 312,1162.54,72
5467,Notebook 365,2087.7,92
5468,Bolacha Recheada 680,1665.54,61
5469,Escova de Cabelo 477,1137.23,85
5470,Condicionador Hidratante 506,2081.07,61
5471,Smartwatch 695,2466.16,98
5472,Leite Integral 108,22.95,79
5473,Calca Jeans 157,2402.97,56
5474,Cafe Torrado 186,1819.58,50
5475,Perfume Masculino 948,2067.77,69
5476,Leite Integral 180,72.88,22
5477,Oculos de Sol 396,1854.49,90
5478,Relogio de Pulso 177,546.07,35
5479,Perfume Masculino 239,2024.12,83
5480,Oculos de Sol 478,1907.93,36
5481,Mouse Gamer 729,1794.74,90
5482,Calca Jeans 270,846.4,34
5483,Vestido Floral 552,36.75,10
5484,Azeite de Oliva 896,1593.34,93
5485,Escova de Cabelo 460,1259.82,98
5486,Calca Jeans 422,505.67,82
5487,Escova de Cabelo 282,1070.45,78
5488,Desinfetante Floral 780,2090.44,3
5489,Bermuda Esportiva 271,1000.76,41
5490,Pano de Microfibra 585,1882.68,21
5491,Desinfetante Floral 684,841.42,48
5492,Escova de Cabelo 533,247.76,41
5493,Bermuda Esportiva 652,458.61,22
5494,Smartphone 542,91.6,92
5495,Caixa de Som Bluetooth 873,1834.41,20
5496,Caixa de Som Bluetooth 492,1436.97,90
5497,Sabonete Liquido 597,2279.04,83
5498,Calca Jeans 136,2298.58,21
5499,Colar Dourado 395,416.86,78
5500,Colar Dourado 599,1007.2,65
5501,Esmalte Vermelho 355,2187.76,39
5502,Relogio de Pulso 146,2392.85,72
5503,Azeite de Oliva 818,1912.29,71
5504,Sabonete Liquido 454,108.58,16
5505,Chaveiro Metalico 292,670.46,78
5506,Camiseta Basica 493,1978.86,69
5507,Oculos de Sol 826,834.14,33
5508,Meias de Algodao 785,1159.88,84
5509,Leite Integral 166,2324.06,94
5510,Vestido Floral 515,38.92,82
5511,Chaveiro Metalico 835,1582.26,30
5512,Pano de Microfibra 957,602.03,83
5513,Protetor Solar FPS 50 930,173.95,2
5514,Desinfetante Floral 455,396.63,41
5515,Relogio de Pulso 699,1694.78,10
5516,Esmalte Vermelho 872,1583.81,6
5517,Vestido Floral 886,143.65,15
5518,Caixa de Som Bluetooth 515,965.46,22
5519,Bone 518,1772.53,17
5520,Mochila Escolar 411,1894.84,31
5521,Camiseta Basica 600,1267.29,43
5522,Shampoo Anticaspa 226,895.67,70
5523,Meias de Algodao 557,1493.52,12
5524,Vestido Floral 981,1764.56,44
5525,Macarrao Espaguete 423,329.43,42
5526,Cafe Torrado 557,2074.27,13
5527,Condicionador Hidratante 742,1699.52,27
5528,Mochila Escolar 873,588.29,66
5529,Vestido Floral 606,760.59,12
5530,Arroz Branco 226,532.07,67
5531,Vestido Floral 586,2323.34,95
5532,Blusa de Frio 954,129.8,33
5533,Macarrao Espaguete 770,1641.78,70
5534,Blusa de Frio 992,951.2,15
5535,Vestido Floral 751,2374.74,23
5536,Pano de Microfibra 764,1382.15,94
5537,Bolacha Recheada 923,980.74,36
5538,Pano de Microfibra 165,1885.83,1
5539,Leite Integral 390,2361.65,20
5540,Fone de Ouvido Bluetooth 179,409.42,9
5541,Cinto Social 917,2414.18,56
5542,Perfume Masculino 256,2037.01,80
5543,Desinfetante Floral 369,1683.42,14
5544,Leite Integral 179,120.36,76
5545,Perfume Masculino 639,460.58,43
5546,Smartphone 269,1835.17,54
5547,Azeite de Oliva 195,1054.37,86
5548,Pano de Microfibra 377,1042.89,41
5549,Smartphone 861,2031.24,1
5550,Amaciante Concentrado 775,720.12,6
5551,Smartwatch 570,2346.45,73
5552,Meias de Algodao 568,963.34,3
5553,Bone 709,1197.07,13
5554,Amaciante Concentrado 219,736.29,40
5555,Caixa de Som Bluetooth 278,168.59,13
5556,Caixa de Som Bluetooth 545,639.25,29
5557,Desinfetante Floral 183,201.78,95
5558,Jaqueta de Couro 199,2194.36,61
5559,Cafe Torrado 717,429.1,12
5560,Caixa de Som Bluetooth 518,902.02,14
5561,Arroz Branco 113,1091.53,46
5562,Colar Dourado 396,38.66,56
5563,Bolacha Recheada 197,2244.49,73
5564,Sabao em Po 647,95.18,90
5565,Smartwatch 885,1823.6,87
5566,Pulseira de Prata 752,1592.98,73
5567,Azeite de Oliva 992,602.15,54
5568,Creme Hidratante 514,1724.18,85
5569,Bolacha Recheada 733,718.67,52
5570,Desinfetante Floral 436,1941.62,12
5571,Cafe Torrado 446,1220.34,21
5572,Sabao em Po 185,2460.98,71
5573,Cinto Social 733,2172.79,24
5574,Smartphone 361,1550.53,90
5575,Smartwatch 135,1446.91,26
5576,Jaqueta de Couro 558,1889.54,100
5577,Lustra Moveis 530,631.56,33
5578,Sabao em Po 224,307.69,78
5579,Notebook 633,2042.46,9
5580,Caixa de Som Bluetooth 645,2163.57,53
5581,Sabao em Po 875,1395.45,52
5582,Esmalte Vermelho 554,132.41,7
5583,Bermuda Esportiva 193,1381.38,73
5584,Meias de Algodao 750,254.97,40
5585,Shampoo Anticaspa 246,1232.58,22
5586,Smartphone 220,1240.23,75
5587,Smartwatch 887,1010.39,42
5588,Bone 213,1474.67,48
5589,Macarrao Espaguete 585,191.11,11
5590,Achocolatado em Po 890,2022.06,80
5591,Mouse Gamer 755,760.82,44
5592,Bolacha Recheada 310,1203.77,77
5593,Camiseta Basica 473,2259.84,76
5594,Bone 793,1322.39,25
5595,Creme Hidratante 486,66.88,33
5596,Creme Hidratante 806,62.47,20
5597,Smartwatch 123,1020.2,59
5598,Condicionador Hidratante 580,1302.65,62
5599,Creme Hidratante 545,2359.04,69
5600,Arroz Branco 753,285.12,59
5601,Protetor Solar FPS 50 234,1539.79,92
5602,Cinto Social 202,2133.07,49
5603,Meias de Algodao 976,992.28,21
5604,Meias de Algodao 297,2061.01,38
5605,Fone de Ouvido Bluetooth 958,1742.58,58
5606,Cinto Social 325,1372.0,43
5607,Lustra Moveis 163,2146.21,67
5608,Protetor Solar FPS 50 864,324.79,60
5609,Azeite de Oliva 643,1718.49,3
5610,Sabao em Po 222,1792.95,57
5611,Mouse Gamer 805,1281.53,39
5612,Teclado Mecanico 177,1594.4,56
5613,Smartphone 182,2255.79,100
5614,Mouse Gamer 405,1046.79,58
5615,Vestido Floral 642,2060.02,21
5616,Lustra Moveis 977,2044.38,40
5617,Azeite de Oliva 528,2384.88,54
5618,Sabonete Liquido 871,1725.34,99
5619,Esponja Multiuso 818,2114.16,1
5620,Smartphone 610,2160.01,98
5621,Oculos de Sol 636,2168.62,19
5622,Bermuda Esportiva 108,2179.95,100
5623,Relogio de Pulso 994,1214.35,93
5624,Escova de Cabelo 741,583.34,5
5625,Blusa de Frio 454,638.75,20
5626,Esponja Multiuso 471,263.84,99
5627,Pano de Microfibra 645,368.12,93
5628,Teclado Mecanico 280,2407.41,24
5629,Desinfetante Floral 584,2100.97,43
5630,Smartwatch 928,1569.04,2
5631,Caixa de Som Bluetooth 854,367.73,81
5632,Pano de Microfibra 316,184.78,5
5633,Lustra Moveis 777,1263.54,34
5634,Mouse Gamer 372,2252.48,30
5635,Perfume Masculino 572,1696.24,19
5636,Mouse Gamer 651,207.92,11
5637,Azeite de Oliva 971,2287.16,96
5638,Notebook 465,2380.68,51
5639,Pulseira de Prata 809,1384.03,91
5640,Detergente Liquido 554,2480.88,84
5641,Azeite de Oliva 199,1983.44,63
5642,Mouse Gamer 513,1380.22,27
5643,Escova de Cabelo 858,229.13,28
5644,Bone 601,570.32,17
5645,Sabonete Liquido 359,1210.23,64
5646,Carteira de Couro 709,887.93,18
5647,Sabonete Liquido 219,2210.6,97
5648,Amaciante Concentrado 561,523.13,59
5649,Amaciante Concentrado 812,1326.53,23
5650,Fone de Ouvido Bluetooth 465,636.32,7
5651,Fone de Ouvido Bluetooth 386,1439.8,25
5652,Carteira de Couro 102,897.26,54
5653,Relogio de Pulso 765,563.05,29
5654,Protetor Solar FPS 50 487,2410.16,15
5655,Smartwatch 405,1134.75,84
5656,Vestido Floral 322,1087.15,62
5657,Mochila Escolar 379,548.73,53
5658,Sabonete Liquido 689,145.55,48
5659,Esponja Multiuso 727,1410.97,25
5660,Detergente Liquido 973,2121.11,52
5661,Bermuda Esportiva 739,1860.21,70
5662,Macarrao Espaguete 842,391.86,13
5663,Pulseira de Prata 431,2478.88,27
5664,Cinto Social 817,1017.7,98
5665,Bolacha Recheada 237,1964.48,53
5666,Protetor Solar FPS 50 943,270.56,19
5667,Blusa de Frio 358,352.53,81
5668,Shampoo Anticaspa 821,1106.41,30
5669,Leite Integral 464,2009.56,34
5670,Creme Hidratante 825,1768.51,71
5671,Desinfetante Floral 978,767.42,29
5672,Calca Jeans 965,526.25,45
5673,Protetor Solar FPS 50 579,1965.99,35
5674,Meias de Algodao 430,908.11,86
5675,Blusa de Frio 863,1418.34,84
5676,Vestido Floral 630,940.4,88
5677,Smartphone 310,557.32,79
5678,Relogio de Pulso 447,1623.47,48
5679,Amaciante Concentrado 274,1823.83,90
5680,Vestido Floral 985,1264.76,16
5681,Smartwatch 903,1974.7,16
5682,Amaciante Concentrado 907,2109.46,59
5683,Detergente Liquido 232,2414.28,68
5684,Bone 326,1131.93,3
5685,Blusa de Frio 300,1618.23,17
5686,Vassoura Retratil 513,490.76,21
5687,Colar Dourado 963,425.66,61
5688,Azeite de Oliva 398,1890.51,2
5689,Sabonete Liquido 895,802.86,36
5690,Sabao em Po 816,1578.41,8
5691,Chaveiro Metalico 829,620.15,3
5692,Shampoo Anticaspa 233,2422.82,37
5693,Caixa de Som Bluetooth 581,1426.08,58
5694,Meias de Algodao 574,2275.19,91
5695,Chaveiro Metalico 687,1975.46,97
5696,Amaciante Concentrado 323,2070.42,39
5697,Fone de Ouvido Bluetooth 610,2243.02,92
5698,Jaqueta de Couro 563,1032.02,65
5699,Amaciante Concentrado 708,916.17,9
5700,Carregador Portatil 383,1163.73,5
5701,Jaqueta de Couro 866,1395.19,56
5702,Condicionador Hidratante 490,1987.28,78
5703,Pano de Microfibra 504,508.46,93
5704,Macarrao Espaguete 809,145.03,9
5705,Feijao Carioca 943,458.09,91
5706,Lustra Moveis 101,1474.05,65
5707,Leite Integral 149,256.94,81
5708,Colar Dourado 973,1408.06,61
5709,Carregador Portatil 361,1917.69,87
5710,Mouse Gamer 369,1344.04,62
5711,Leite Integral 252,1504.33,37
5712,Feijao Carioca 755,2121.19,75
5713,Smartwatch 188,1187.74,94
5714,Perfume Masculino 823,1329.86,63
5715,Pulseira de Prata 110,2250.38,35
5716,Bolacha Recheada 355,1302.18,90
5717,Feijao Carioca 225,1351.24,92
5718,Desinfetante Floral 921,210.76,39
5719,Calca Jeans 288,1309.17,97
5720,Vassoura Retratil 964,979.76,54
5721,Notebook 342,2488.9,11
5722,Protetor Solar FPS 50 907,1073.41,40
5723,Amaciante Concentrado 918,644.05,31
5724,Esmalte Vermelho 173,1011.95,51
5725,Sabao em Po 115,1320.05,29
5726,Azeite de Oliva 421,1554.03,73
5727,Azeite de Oliva 957,1504.51,6
5728,Blusa de Frio 865,1780.11,37
5729,Cafe Torrado 781,185.6,53
5730,Condicionador Hidratante 537,2449.58,87
5731,Pano de Microfibra 125,1058.29,82
5732,Relogio de Pulso 622,2204.88,36
5733,Shampoo Anticaspa 665,1429.97,38
5734,Caixa de Som Bluetooth 770,1129.5,50
5735,Teclado Mecanico 128,2153.13,86
5736,Esponja Multiuso 294,1097.67,99
5737,Creme Hidratante 148,1177.63,47
5738,Shampoo Anticaspa 429,51.76,65
5739,Shampoo Anticaspa 518,1587.88,8
5740,Blusa de Frio 895,787.23,80
5741,Oculos de Sol 755,2155.69,59
5742,Carteira de Couro 666,169.12,67
5743,Fone de Ouvido Bluetooth 909,476.93,28
5744,Esmalte Vermelho 332,2100.77,36
5745,Mouse Gamer 588,567.39,17
5746,Smartphone 165,2346.33,73
5747,Teclado Mecanico 738,2310.14,86
5748,Mochila Escolar 124,2119.67,85
5749,Jaqueta de Couro 792,2203.14,47
5750,Bermuda Esportiva 253,1461.11,87
5751,Pulseira de Prata 415,628.32,53
5752,Esmalte Vermelho 365,193.38,75
5753,Vestido Floral 877,1272.34,43
5754,Lustra Moveis 832,280.77,85
5755,Cinto Social 457,958.12,57
5756,Macarrao Espaguete 462,749.39,16
5757,Notebook 902,1888.27,72
5758,Vestido Floral 974,2245.57,79
5759,Oculos de Sol 822,1789.45,69
5760,Leite Integral 101,845.7,21
5761,Desinfetante Floral 913,1332.7,8
5762,Cafe Torrado 319,1068.65,46
5763,Detergente Liquido 743,2187.66,69
5764,Detergente Liquido 137,557.54,45
5765,Calca Jeans 326,356.37,19
5766,Sabao em Po 359,184.32,55
5767,Bone 827,1515.24,75
5768,Calca Jeans 586,2236.57,4
5769,Cinto Social 761,996.87,12
5770,Cinto Social 429,2021.03,79
5771,Azeite de Oliva 492,2394.33,32
5772,Azeite de Oliva 466,2281.25,65
5773,Bolacha Recheada 825,1634.79,83
5774,Protetor Solar FPS 50 342,2320.44,5
5775,Achocolatado em Po 889,323.35,51
5776,Azeite de Oliva 251,946.41,1
5777,Bermuda Esportiva 292,936.86,67
5778,Lustra Moveis 811,1729.17,50
5779,Notebook 516,1105.4,62
5780,Leite Integral 560,334.54,30
5781,Pulseira de Prata 825,1108.2,63
5782,Smartwatch 883,268.88,74
5783,Camiseta Basica 302,1229.78,47
5784,Sabao em Po 451,1357.37,60
5785,Arroz Branco 194,2475.03,27
5786,Mouse Gamer 614,2160.74,2
5787,Condicionador Hidratante 625,868.91,26
5788,Esponja Multiuso 383,594.4,23
5789,Shampoo Anticaspa 504,767.18,66
5790,Condicionador Hidratante 409,1434.48,12
5791,Cinto Social 491,803.36,73
5792,Perfume Masculino 587,2387.29,90
5793,Shampoo Anticaspa 773,21.14,13
5794,Feijao Carioca 447,1152.35,62
5795,Sabao em Po 911,1134.01,53
5796,Vassoura Retratil 965,468.69,97
5797,Bermuda Esportiva 275,1424.15,22
5798,Lustra Moveis 685,2123.88,51
5799,Macarrao Espaguete 453,310.08,27
5800,Notebook 628,440.4,21
5801,Caixa de Som Bluetooth 675,2299.53,72
5802,Jaqueta de Couro 243,2150.69,62
5803,Oculos de Sol 795,1278.76,29
5804,Vestido Floral 972,618.16,94
5805,Achocolatado em Po 326,1039.56,68
5806,Macarrao Espaguete 410,2001.91,31
5807,Pano de Microfibra 276,678.13,10
5808,Creme Hidratante 798,1474.93,33
5809,Pano de Microfibra 950,500.7,45
5810,Esponja Multiuso 788,290.57,53
5811,Azeite de Oliva 282,1651.56,82
5812,Colar Dourado 418,596.43,9
5813,Condicionador Hidratante 814,822.26,41
5814,Fone de Ouvido Bluetooth 635,175.29,48
5815,Smartphone 636,1836.82,96
5816,Calca Jeans 351,1714.12,86
5817,Smartwatch 992,1289.07,78
5818,Notebook 799,685.67,78
5819,Carregador Portatil 205,2209.29,34
5820,Oculos de Sol 355,2125.68,100
5821,Macarrao Espaguete 802,58.28,14
5822,Cinto Social 360,1092.21,79
5823,Fone de Ouvido Bluetooth 714,1434.63,76
5824,Pano de Microfibra 340,1312.58,44
5825,Desinfetante Floral 920,1254.71,25
5826,Chaveiro Metalico 469,1704.78,85
5827,Perfume Masculino 915,1538.67,59
5828,Cinto Social 521,477.67,6
5829,Mochila Escolar 610,2373.49,91
5830,Blusa de Frio 747,801.82,23
5831,Amaciante Concentrado 584,761.14,62
5832,Shampoo Anticaspa 444,2341.65,57
5833,Caixa de Som Bluetooth 705,13.9,4
5834,Teclado Mecanico 941,1743.13,12
5835,Bermuda Esportiva 785,236.5,95
5836,Shampoo Anticaspa 471,1327.66,28
5837,Smartwatch 742,689.0,60
5838,Arroz Branco 805,554.2,37
5839,Relogio de Pulso 613,1587.4,8
5840,Oculos de Sol 696,430.19,79
5841,Calca Jeans 620,2256.25,37
5842,Relogio de Pulso 630,255.76,10
5843,Smartphone 943,174.64,18
5844,Perfume Masculino 961,2416.44,98
5845,Camiseta Basica 826,245.76,12
5846,Esmalte Vermelho 292,715.84,24
5847,Cinto Social 594,1527.93,79
5848,Jaqueta de Couro 509,2089.83,93
5849,Chaveiro Metalico 184,921.22,18
5850,Mochila Escolar 869,790.8,83
5851,Chaveiro Metalico 673,548.41,51
5852,Bone 704,655.54,97
5853,Teclado Mecanico 393,1778.06,71
5854,Macarrao Espaguete 499,1713.5,82
5855,Sabao em Po 674,1450.38,68
5856,Oculos de Sol 382,783.33,63
5857,Jaqueta de Couro 719,2317.45,73
5858,Fone de Ouvido Bluetooth 708,571.41,7
5859,Amaciante Concentrado 492,1310.87,33
5860,Bermuda Esportiva 194,175.4,1
5861,Cinto Social 250,2115.55,33
5862,Shampoo Anticaspa 630,2100.25,29
5863,Pano de Microfibra 220,1966.61,64
5864,Colar Dourado 773,960.01,11
5865,Condicionador Hidratante 760,2460.39,70
5866,Cinto Social 601,1719.33,5
5867,Meias de Algodao 442,506.84,5
5868,Colar Dourado 738,1664.7,24
5869,Creme Hidratante 594,1739.13,19
5870,Colar Dourado 177,1601.28,63
5871,Carteira de Couro 966,2170.51,95
5872,Pulseira de Prata 477,944.45,10
5873,Protetor Solar FPS 50 371,751.61,46
5874,Vestido Floral 152,1129.46,99
5875,Caixa de Som Bluetooth 645,1069.34,13
5876,Condicionador Hidratante 132,899.08,57
5877,Protetor Solar FPS 50 551,2004.21,14
5878,Jaqueta de Couro 994,1429.97,46
5879,Achocolatado em Po 681,1058.27,1
5880,Lustra Moveis 579,1553.76,42
5881,Achocolatado em Po 660,906.79,21
5882,Desinfetante Floral 449,1533.65,76
5883,Bolacha Recheada 693,910.83,2
5884,Vassoura Retratil 941,208.58,25
5885,Smartphone 573,2470.01,79
5886,Arroz Branco 702,2238.1,88
5887,Arroz Branco 536,1876.32,10
5888,Mouse Gamer 508,1613.9,80
5889,Vestido Floral 814,1434.58,60
5890,Feijao Carioca 172,1981.87,100
5891,Bermuda Esportiva 165,712.66,23
5892,Pano de Microfibra 754,1106.63,21
5893,Bermuda Esportiva 455,129.53,50
5894,Calca Jeans 127,1385.99,92
5895,Smartwatch 608,2318.07,36
5896,Azeite de Oliva 958,1349.07,46
5897,Cafe Torrado 994,2261.6,29
5898,Relogio de Pulso 602,2285.65,21
5899,Vestido Floral 811,19.86,34
5900,Desinfetante Floral 327,290.02,35
5901,Notebook 375,2361.42,54
5902,Esmalte Vermelho 276,1196.35,6
5903,Calca Jeans 383,1032.1,76
5904,Mochila Escolar 548,1174.38,47
5905,Azeite de Oliva 549,1440.65,20
5906,Jaqueta de Couro 229,1374.51,59
5907,Calca Jeans 906,2291.71,67
5908,Esponja Multiuso 171,592.38,11
5909,Relogio de Pulso 889,1540.76,61
5910,Sabonete Liquido 416,2060.74,5
5911,Lustra Moveis 705,1046.21,60
5912,Pulseira de Prata 837,887.11,43
5913,Caixa de Som Bluetooth 944,1806.06,94
5914,Feijao Carioca 248,2238.98,63
5915,Pulseira de Prata 870,98.27,46
5916,Esponja Multiuso 349,1140.65,65
5917,Cafe Torrado 270,224.68,75
5918,Protetor Solar FPS 50 155,1403.03,81
5919,Smartwatch 926,1971.5,92
5920,Meias de Algodao 305,995.01,91
5921,Protetor Solar FPS 50 692,1149.25,68
5922,Notebook 619,892.18,52
5923,Notebook 523,519.85,15
5924,Smartwatch 169,1899.22,77
5925,Teclado Mecanico 261,1366.53,90
5926,Blusa de Frio 902,350.12,62
5927,Leite Integral 447,496.15,1
5928,Fone de Ouvido Bluetooth 846,1822.2,92
5929,Condicionador Hidratante 378,337.28,18
5930,Feijao Carioca 679,1284.54,95
5931,Colar Dourado 254,93.58,99
5932,Camiseta Basica 735,74.23,13
5933,Carteira de Couro 732,1261.55,29
5934,Meias de Algodao 200,1341.36,99
5935,Smartwatch 170,1117.43,18
5936,Detergente Liquido 941,1677.17,78
5937,Azeite de Oliva 237,649.19,98
5938,Bermuda Esportiva 608,565.21,77
5939,Lustra Moveis 608,1396.78,19
5940,Blusa de Frio 356,436.97,55
5941,Detergente Liquido 573,2428.4,44
5942,Amaciante Concentrado 333,1028.7,79
